ABC순	ABC	순
언졸하다	언졸	하다
언진하다	언진	하다
언짢은	언짢다	은
언짢음	언짢다	음
얹혀살다	얹히다 > 얹히어 > 얹혀	살다
얻어듣다	얻다 > 얻어	듣다
얻어맞다	얻어	맞다
얼가니새	얼가니	새
얼간	얼	간
얼간이	얼간	이
얼굴가리개	얼굴	가리개
얼굴값	얼굴	값
얼굴색	얼굴	색
얼근하다	얼근	하다
얼꽝	얼	꽝.
얼떨결	얼떨	결
얼떨떨하다	얼떨떨	하다
얼럭밥	얼럭	밥
얼렁거리다	얼렁	거리다
얼룩덜룩	얼룩	덜룩
얼룩동사리	얼룩	동사리
얼룩말	얼룩	말
얼룩무늬	얼룩	무늬
얼룩새코미꾸리	얼룩	새코미꾸리
얼룩소	얼룩	소
얼룩점	얼룽	점
얼룩족제비	얼룩	족제비
얼룩지다	얼룩	지다
얼른거리다	얼른	거리다
얼른대다	얼른	대다
얼마나	얼마	나
얼마만큼	얼마	만큼
얼버무리다	얼	버무리다
얼비치다	얼	비치다
얼빡	얼	빡
얼싸안다	얼싸다 > 얼싸	안다
얼씬거리다	얼씬	거리다
얼씬대다	얼씬	대다
얼어붙다	얼어	붙다
얼음	얼	음
얼음과자	얼음	과자
얼음꽃	얼음	꽃
얼음냉수	얼음	냉수
얼음물	얼음	물
얼음보숭이	얼음	보숭이
얼음안개	얼음	안개
얼음장	얼음	장
얼음찜질	얼음	찜질
얼음차	얼음	차
얼음판	얼음	과자
얼짱	얼	짱.
얼쩡거리다	얼쩡	거리다
얼쭝거리다	얼쭝	거리다
얼찌근하다	얼찌근	하다
얼찐거리다	얼찐	거리다
얼큰하다	얼큰	하다
얼토당토아니하다	얼토당토	아니하다
얽매다	얽다 > 얽	매다
얽매이다	얽다 > 얽	매이다
얽어내다	얽다 > 얽어	내다
엄격하다	엄격	하다
엄금하다	엄금	하다
엄단하다	엄단	하다
엄마	어미	아
엄벌하다	엄벌	하다
엄벙거리다	엄벙	거리다
엄벙대다	엄벙	대다
엄선하다	엄선	하다
엄수하다	엄수	하다
엄숙주의	엄숙	주의
엄숙하다	엄숙	하다
엄숙히	엄숙	히
엄습하다	엄습	하다
엄연하다	엄연	하다
엄염하다	엄염	하다
엄정하다	엄정	하다
엄존하다	엄존	하다
엄중하다	엄중	하다
엄지도치	엄지	도치
엄지발가락	엄지	발가락
엄지손가락	엄지	손가락
엄지손톱	엄지	손톱
엄지씨름	엄지	씨름
엄지척	엄지	척
엄징하다	엄징	하다
엄책하다	엄책	하다
엄청나다	엄청	나다
엄청난	엄청나다	ㄴ
엄청남	엄청나다	ㅁ
엄탐하다	엄탐	하다.
엄폐하다	엄폐	하다
엄호하다	엄호	하다
업동이	업	동이
업둥이	업	둥이
업신여기다	업신	여기다
업진살	업진	살
없는	없다	는
없애다	없다	애
없애버리다	없애다	버리다
없음	없다	음
없이	없	이
엇걸어잡기	엇걸다 > 엇걸어	잡기
엇시조	엇	시조
엉가	형	아
엉겁결에	엉겁	결	에
엉글거리다	엉글	거리다
엉기적거리다	엉기적	거리다
엉덩방아	엉덩이	방아
엉두덜거리다	엉두덜	거리다
엉뚱하다	엉뚱	하다
엉망진창	엉망	진창
엉버틈하다	엉버틈	하다
엉성하다	엉성	하다
엉얼거리다	엉얼	거리다
엉엉거리다	엉엉	거리다
엉엉대다	엉엉	대다
엉절거리다	엉절	거리다
엉절대다	엉절	대다
엉클어뜨리다	엉클어	뜨리다
엉클어트리다	엉클어	트리다
엉큼하다	엉큼	하다
에게서	에게	서
에르자어	에르자	어
에멜무지로	에멜무지	로
에베레스트산	에베레스트	산
에서부터	에서	부터
에스토니아어	^에스토니아	어
에스파냐어	에스파냐	어
에스파냐인	에스파냐	인
에야크어	영어 에야크 Eyak	어
에이비오식 혈액형	에이비오	식	혈액형.
에이비형	에이비	형.
에이형	에이	형.
에펠탑	^에펠	탑
엑스축	엑스	축
엘니뇨-남방진동	엘니뇨 <스페인어 el Niño	남방	진동
엥가노쥐	엥가노	쥐
엥간히	엥간	히
여고생	여고	생
여군	여	군
여기저기	여기	저기
여남은	열	남	은
여닫다	여	닫다
여닫이	여	닫	이
여닫이문	여닫이	문
여대생	여대	생
여덟시	여덟	시
여덟째	여덟	째
여동생	여	동생
여드름	들	음
여든째	여든	째
여러다미식	여러다미	식
여러마디식	여러	마디	식
여러분	여러	분
여럿이름씨	여럿	이름	씨
여류하다	여류	하다
여름 계절풍	여름	한자 季節風.
여름냉면	여름	냉면
여름비	여름	비
여름빛	여름	빛
여름철	여름	철
여린말	여리다 > 여린	말
여릿하다	여릿	하다
여문	여물다	ㄴ
여묾	여물다	ㅁ
여보세요	여	보세요
여사하다	여사	하다
여섯시	여섯	시
여섯째	여섯	째
여성공포증	여성	공포증
여스골	여스	골
여실히	여실	히
여염하다	여염	하다
여우비	여우	비
여우원숭이	여우	원숭이
여의사	여	의사
여의자	여	의	자
여자아이	여자	아이
여자친구	여자	친구
여전히	여전	히
여중생	여중	생
여짓거리다	여짓	거리다
여짓대다	여짓	대다
여탕	한자 女湯. < 여	탕
여편네	어원: 여	편	네
여하튼	여하	튼
여행기	여행	기
여행자	여행	자
여행자수표	여행자	수표
여행하다	여행	하다
역공하다	역공	하다
역류하다	역류	하다
역방향	역	방향
역사가	역사	가
역사소설	역사	소설
역사적	역사	적
역사학	역사	학
역산하다	역산	하다
역설하다	역설	하다
역습하다	역습	하다
역임하다	역임	하다
역전되다	역전	되다
역전안개	역전	안개
역전층	역전	층
역전하다	역전	하다
역주하다	역주	하다
역청암	역청	암
역투하다	역투	하다
역학예보	역학	예보
역행동화	역행	동화
역행되다	역행	되다
역행하다	역행	하다
역형성	역	형성
연감	연	감
연결어미	연결	어미
연구되다	연구	되다
연구소	연구	소
연구실	연구	실
연구원	한자어 ‘硏究員, 硏究	員’에서 유래.
연구하다	연구	하다
연극배우	연극	배우
연극하다	연극	하다
연금수령자	연금	수령자
연금술	연금	술
연기하다	연기	하다
연두색	연두	색
연락하다	연락	하다
연립방정식	연립	방정식
연립부등식	연립	부등식
연못	연	못
연못거북	연못	거북
연무	연	무
연밥	연	밥
연밥소	연밥	소
연변말	연변	말
연변화	한자 年.	한자 變化.
연보라	연	보라
연뿌리	연	뿌리
연설가	연설	가
연속극	연속	극
연속적	연속	적
연습장	연습	장
연안바다	한자 沿岸.	바다
연안항로	연안	항로
연안항로예보	연안	항로	예보
연애병	한자 戀愛病. < 연애	병
연애편지	연애	편지
연애하다	연애	하다
연어	년	어
연연하다	연연	하다
연유하다	연유	하다
연잇다	연	잇다
연잎성게	연잎	성게
연장예보	한자 延長.	한자 豫報.
연장통	연장	통
연주하다	연주	하다
연주회	연주	회
연직단면	한자 鉛直.	한자 斷面.
연직속도	한자 鉛直.	한자 速度.
연직속도분포	한자 鉛直.	한자 速度.	한자 分布.
연직시정	한자 鉛直.	한자 視程.
연직온도경도	한자 鉛直.	한자 溫度.	한자 傾度.
연체동물	연체	동물
연출하다	한자 演出.	하다
연필깎이	연필	깎이.
연하곤란	연하	곤란
연하다	연	하다
연해연방	연해	연방
연화점	연화	점
열고나다	열다 > 열고	나다
열광적	열광	적
열끗	열	끗
열난류	한자 熱.	한자 亂流.
열내림약	열	내림	약
열넷	열	넷
열넷째	열	넷	째
열뇌우	한자 熱.	한자 雷雨.
열다섯	열	다섯
열다섯째	열	다섯	째
열대기단	한자 熱帶.	한자 氣團.
열대대류권계면	한자 熱帶.	한자 對流圈.	한자 界面.
열대둥근마	열대	둥근마
열대류	열한자 熱.	대류한자 對流.
열대붉은해오라기	열대	붉은	해오라기
열대상층기단	열대한자 熱帶.	상층한자 上層.	기단한자 氣團.
열대새	열대	새
열대수렴대	열대한자 熱帶.	수렴대한자 收斂帶.
열대야	열대	야
열대요란	열대한자 熱帶.	요란한자 擾亂.
열대저기압	열대	저기압
열대저압부	열대	저압부
열대전선	열대한자 熱帶.	전선한자 前線.
열대폭풍	열대	폭풍
열대해양기단	열대한자 熱帶.	해양한자 海洋.	기단한자 氣團.
열두시	열두	시
열두째	열두	째
열둘	열	둘
열띤	열띠다	ㄴ
열띰	열띠다	ㅁ
열렁거리다	열렁	거리다
열렬하다	열렬	하다
열매달	열매	달
열매를 맺다	열매	를	맺다
열복사	열한자 熱.	복사한자 輻射.
열빙어	열	빙어
열섬	열	섬
열성적	열성	적
열셋	열	셋
열셋째	열	셋	째
열쇠	열	쇠
열시	열	시
열심히	열심	히
열아홉	열	아홉
열아홉째	열	아홉	째
열악하다	열악	하다
열없다	얼	없다
열없쟁이	열없	쟁이
열여덟	열	여덟
열여덟째	열	여덟	째
열여섯	열	여섯
열여섯째	열	여섯	째
열역학선도	열역학한자 熱力學.	선도한자 線圖.
열염순환	열	염	순환
열올림법	열	올림	법
열일곱	열	일곱
열일곱째	열	일곱	째
열저기압	열한자 熱.	저기압한자 低氣壓.
열적운	열한자 熱.	적운한자 積雲.
열정적	열정	적
열중하다	열중	하다
열지수	열한자 熱.	지수한자 指數.
열째	열	째
열하나	열	하나
열한시	열한	시
열한째	열한	째
염려되다	염려	되다
염려하다	염려	하다
염병하다	염병	하다
염병할	염병	하다
염불하다	염불	하다
염색되다	염색	되다
염색하다	염색	하다
염소 수염	염소	수염
염소수염	염소	수염
염소자리	염소	자리
염소젖	염소	젖
염주비둘기	염주	비둘기
염치머리	염치	머리
염탐꾼	염탐	꾼
염탐하다	염탐	하다
염화수소	염화	수소
염화암모늄	염화	암모늄
엿듣다	엿	듣다
엿보다	엿	보다
영감님	영감	님
영광스럽다	영광	스럽다
영구성	영구	성
영국 사람	^영국	사람
영국인	영국	인
영롱하다	영롱	하다
영리하다	영리	하다
영변화	영	변화
영사관	영사	관
영속성	영속	성
영수증	영수	증
영수하다	영수	하다
영시	영	시
영양탕	영양	탕
영업소	영업	소
영업하다	영업	하다
영원성	영원	성
영원하다	영원	하다
영원히	영원	히
영접들어총	영접	들다 > 들어	총
영화관	영화	관
영화롭다	영화	롭다
영화배우	영화	배우
옆구리	옆	구리
옆방	옆	방
옆집	옆	집
예견되다	예견	되다
예견하다	예견	하다
예고되다	예고	되다
예고하다	예고	하다
예금되다	예금	되다
예금하다	예금	하다
예날	예	날
예납되다	예납	되다
예납하다	예납	하다
예루살렘 신전	예루살렘	신전
예리하다	예리	하다
예매되다	예매	되다
예매하다	예매	하다
예민러	예민	러
예민하다	예민	하다
예방되다	예방	되다
예방하다	예방	하다
예배하다	예배	하다
예보되다	예보	되다
예보하다	예보	하다
예불하다	예불	하다
예비신문	예비	신문
예비하다	예비	하다
예쁘디예쁘다	예쁘디	예쁘다
예쁘장하다	예쁘장	하다
예쁜	예쁘다	ㄴ
예쁜이	예쁜	이
예쁨	예쁘다	ㅁ
예사낮춤	예사	낮춤
예사높임	예사	높임
예사말	예사	말
예사소리	예사	소리
예산안	예산	안
예상되다	예상	되다
예상하다	예상	하다
예속되다	예속	되다
예속하다	예속	하다
예속화하다	예속화	하다
예수교	예수	교
예수회	^예수	회
예순째	예순	째
예술가	예술	가
예술인	예술	인
예술적	예술	적
예술제	예술	제
예술품	예술	품
예술헤엄	예술	헤엄
예술헤염	예술	헤염
예습하다	예습	하다
예시되다	예시	되다
예시하다	예시	하다
예약되다	예약	되다
예약하다	예약	하다
예언되다	예언	되다
예언하다	예언	하다
예외적	예외	적
예인하다	예인	하다
예입하다	예입	하다
예절바르다	예절	바르다
예정되다	예정	되다
예정하다	예정	하다
예제	예	제
예증하다	예증	하다
예찬하다	예찬	하다
예측되다	예측	되다
예측하다	예측	하다
예치하다	예치	하다
예컨대	예	컨대
예탁하다	예탁	하다
예편되다	예편	되다
예편하다	예편	하다
옛 한글	옛	한글
옛글	옛	글
옛날	옛	날
옛날이야기	옛날	이야기
옛말	옛	말
옛이야기	옛	이야기
옛이응	옛	이응
옛적	옛	적
옛한글	옛	한글
오가다	오	가
오각형	오각	형
오곡	한자어 ‘五穀, 五	穀’에서 유래.
오곡밥	오곡	밥
오그라뜨리다	오그라	뜨리다
오그라트리다	오그라	트리다
오글거리다	오글	거리다
오글대다	오글	대다
오글보글	오글	보글
오글오글	오글	오글
오글쪼글하다	오글쪼글	하다
오긋하다	오긋	하다
오뉴월	오	뉴월
오늘날	오늘	날
오도당거리다	오도당	거리다
오도당대다	오도당	대다
오도독거리다	오도독	거리다
오도독대다	오도독	대다
오도독이다	오도독	이다
오독거리다	오독	거리다
오독대다	오독	대다
오독오독	오독	오독
오동나무	오동	나무
오두막	오두	막
오두막집	오두막	집
오들거리다	오들	거리다
오들대다	오들	대다
오똘거리다	오똘	거리다
오뚝이	오뚝	이
오라버니	오라비	님
오라버님	오라버니	님
오라범	오라버니 > 오라버	ㅁ
오라범댁	오라범	댁
오래가다	오래	가다
오래간만	오래간	만
오래되다	오래	되다
오래전	오래	전
오랜만	오래	만
오램	오래다	ㅁ
오랫동안	오래	ㅅ	동안
오렌지색	오렌지	색
오렌지윗수염박쥐	오렌지	윗수염박쥐
오렌지즙	오렌지	즙
오련하다	오련	하다
오로지하다	오로지	하다
오륜기	오륜	기
오르도비스기	오르도비스	기
오른발잡이	오른발	잡이
오른손	오른	손
오른손잡이	오른손	잡이
오른심방	오른	심방
오른심실	오른	심실
오른쪽	오른	쪽
오른편	오른	편
오름	오르다 > 오르	ㅁ
오름차순	오름 < 오르다	차	순
오리고기	오리	고기
오리너구리	오리	너구리
오리배	오리	배
오리알	오리	알
오막살이	오막	살이
오만스럽다	오만	스럽다
오만스레	오만	스레
오만하다	오만	하다
오목하다	오목	하다
오묘하다	오묘	하다
오무락거리다	오무락	거리다
오무락대다	오무락	대다
오무작거리다	오무작	거리다
오무작대다	오무작	대다
오무작오무작	오무작	오무작
오물거리다	오물	거리다
오물대다	오물	대다
오므라뜨리다	오므라	뜨리다
오므라이스	일본어 オムレツ	ライス
오므라트리다	오므라	트리다
오복하다	오복	하다
오비작거리다	오비작	거리다
오빗거리다	오빗	거리다
오빗대다	오빗	대다
오빠	오라비	아
오사리	올	사리
오사리젓	오사리	젓
오색딱따구리	오색	딱따구리
오색잡놈	오색	잡놈
오손도손하다	오손도손	하다
오솔하다	오솔	하다
오스만 제국	^오스만	제국
오스트랄리아 련방	^오스트랄리아	련방
오스트레일리아 련방	^오스트레일리아	련방
오스트레일리아 사람	^오스트레일리아	사람
오스트레일리아 연방	^오스트레일리아	연방
오스트레일리아인	^오스트레일리아	인
오스트리아헝가리 제국	오스트리아	헝가리	제국
오십오	오십	오
오싹거리다	오싹	거리다
오싹대다	오싹	대다
오열하다	오열	하다
오와 열	오	와	열
오이냉국	오이	냉국
오입쟁이	오입	쟁이
오입질	오입	질
오젓	올	젓
오존구멍	오존 < 독일어 Ozon < 고대그리스어 ὄζω	구멍
오졸거리다	오졸	거리다
오줌검사	오줌	검사
오줌똥	오줌	똥
오줌싸개	오줌	싸	개
오줌통	오줌	통
오지끈거리다	오지끈	거리다
오지끈대다	오지끈	대다
오지직거리다	오지직	거리다
오지직대다	오지직	대다
오직들	오직	들
오쫄거리다	오쫄	거리다
오쫄대다	오쫄	대다
오키나와어	^오키나와	어
